Country_Other,Sep07_2021,Sep08_2021,Sep09_2021,Sep10_2021,Sep11_2021,Sep12_2021,Sep13_2021,Sep14_2021,Sep15_2021,Sep16_2021,Sep17_2021,Sep18_2021,Sep19_2021,Sep20_2021,Sep21_2021,Sep22_2021,Sep23_2021,Sep24_2021,Sep25_2021,Sep26_2021,Sep27_2021,Sep28_2021,Sep29_2021,Sep30_2021,Oct01_2021,Oct02_2021,Oct03_2021,Oct04_2021,Oct05_2021,Oct06_2021,Oct07_2021,Oct08_2021,Oct09_2021,Oct10_2021,Oct11_2021,Oct12_2021,Oct13_2021,Oct14_2021,Oct15_2021,Oct16_2021,Oct17_2021,Oct18_2021,Oct19_2021,Oct20_2021,Oct21_2021,Oct22_2021,Oct23_2021,Oct24_2021,Oct25_2021,Oct26_2021,Oct27_2021,Oct28_2021,Oct29_2021,Oct30_2021,Oct31_2021,Nov01_2021,Nov02_2021,Nov03_2021,Nov04_2021,Nov05_2021,Nov06_2021,Nov07_2021,Nov08_2021,Nov09_2021,Nov10_2021,Nov11_2021,Nov12_2021,Nov13_2021,Nov14_2021,Nov15_2021,Nov16_2021,Nov17_2021,Nov18_2021,Nov19_2021,Nov20_2021,Nov21_2021,Nov22_2021,Nov23_2021,Nov24_2021,Nov25_2021,Nov26_2021,Nov27_2021,Nov28_2021,Nov29_2021,Nov30_2021,Dec01_2021,Dec02_2021,Dec03_2021,Dec04_2021,Dec05_2021,Dec06_2021,Dec07_2021,Dec08_2021,Dec09_2021,Dec10_2021,Dec11_2021,Dec12_2021,Dec13_2021,Dec14_2021,Dec15_2021,Dec16_2021,Dec17_2021,Dec18_2021,Dec19_2021,Dec20_2021,Dec21_2021,Dec22_2021,Dec23_2021,Dec24_2021,Dec25_2021,Dec26_2021,Dec27_2021,Dec28_2021,Dec29_2021,Dec30_2021,Dec31_2021,Jan01_2022,Jan02_2022,Jan03_2022,Jan04_2022,Jan05_2022,Jan06_2022,Jan07_2022,Jan08_2022,Jan09_2022,Jan10_2022,Jan11_2022,Jan12_2022,Jan13_2022,Jan14_2022,Jan15_2022,Jan16_2022,Jan17_2022,Jan18_2022,Jan19_2022,Jan20_2022,Jan21_2022,Jan22_2022,Jan23_2022,Jan24_2022,Jan25_2022,Jan26_2022,Jan27_2022,Jan28_2022,Jan29_2022,Jan30_2022,Jan31_2022,Feb01_2022,Feb02_2022,Feb03_2022,Feb04_2022,Feb05_2022,Feb06_2022,Feb07_2022,Feb08_2022,Feb09_2022,Feb10_2022,Feb11_2022,Feb12_2022,Feb13_2022,Feb14_2022,Feb15_2022,Feb16_2022,Feb17_2022,Feb18_2022,Feb19_2022,Feb20_2022,Feb21_2022,Feb22_2022,Feb23_2022,Feb24_2022,Feb25_2022,Feb26_2022,Feb27_2022,Feb28_2022,Mar01_2022,Mar02_2022,Mar03_2022,Mar04_2022,Mar05_2022,Mar06_2022,Mar07_2022,Mar08_2022,Mar09_2022,Mar10_2022,Mar11_2022,Mar12_2022,Mar13_2022,Mar14_2022,Mar15_2022,Mar16_2022,Mar17_2022,Mar18_2022,Mar20_2022,Mar21_2022,Mar22_2022,Mar23_2022,Mar24_2022,Mar25_2022,Mar26_2022,Mar27_2022,Mar28_2022,Mar29_2022,Mar30_2022,Mar31_2022,Apr01_2022,Apr02_2022,Apr03_2022,Apr04_2022,Apr05_2022,Apr06_2022,Apr07_2022,Apr08_2022,Apr09_2022,Apr10_2022,Apr11_2022,Apr12_2022,Apr13_2022,Apr14_2022,Apr15_2022,Apr16_2022,Apr17_2022,Apr18_2022
Bosnia and Herzegovina,"15,943","16,841","17,610","18,423","18,423","18,423","19,878","20,610","21,608","22,483","23,436","23,436","23,436","25,074","25,570","26,789","27,615","28,161","28,161","28,161","29,511","30,361","30,983","31,951","32,683","32,683","32,683","34,073","34,759","35,438","36,349","37,013","37,013","37,013","38,044","38,719","39,205","39,924","40,586","40,586","40,586","41,663","42,345","43,084","43,681","44,418","44,418","44,418","45,734","46,524","47,596","48,388","49,045","49,045","49,045","50,523","51,182","52,404","53,466","53,466","53,466","53,466","55,855","56,750","57,690","58,766","59,407","59,407","59,407","60,856","61,611","62,623","63,453","64,135","64,135","64,135","65,377","65,942","66,719","67,433","68,124","68,124","68,124","69,446","70,261","71,119","71,672","72,323","72,323","72,323","73,513","74,147","74,748","75,369","75,844","75,844","75,844","76,686","77,341","77,827","78,475","78,933","78,933","78,933","79,727","80,302","80,834","81,331","81,789","81,789","81,789","82,585","83,293","84,061","84,825","85,653","85,653","85,653","85,653","87,949","89,475","91,547","91,547","91,547","91,547","96,724","98,965","101,519","104,083","107,226","107,226","107,226","111,633","114,928","117,896","120,826","123,367","123,367","123,367","127,838","130,326","132,878","135,452","137,458","137,458","137,458","140,802","142,379","144,446","146,316","147,435","147,435","147,435","149,912","151,324","152,761","154,033","155,325","155,325","156,744","157,296","158,244","159,070","159,575","160,160","160,160","160,160","161,190","161,650","162,272","162,685","163,023","163,023","163,023","163,525","163,693","163,851","164,123","164,402","164,402","164,603","164,685","164,837","165,000","165,134","165,273","165,273","165,452","165,506","165,647","165,801","165,920","166,103","166,103","166,381","166,523","166,664","166,783","166,890","166,890","166,890","167,130","167,296","167,404","167,509","167,618","167,618","167,618","167,793","167,904","168,002","168,082","168,131","168,131","168,131","168,240","168,304","168,377","168,418","168,470","168,470","168,470","168,470"
Zambia,"1,174","1,234","1,137","1,084","1,056",965,861,869,941,923,863,786,670,600,637,687,632,583,514,466,408,418,478,415,308,321,327,312,316,356,299,295,266,215,191,221,222,208,222,216,196,192,192,204,185,184,177,146,128,115,111,108,111,115,113,100,115,133,159,182,172,170,158,163,176,170,157,141,119,121,99,104,107,90,99,100,90,101,100,101,93,100,90,91,96,115,128,152,173,179,178,217,267,374,510,684,737,875,"1,318","1,864","2,666","3,882","4,771","5,606","6,009","7,777","10,486","13,317","16,309","17,858","17,945","18,055","21,087","25,703","28,797","30,746","30,449","29,653","28,462","31,223","34,304","33,427","32,739","30,818","27,461","25,252","26,313","26,952","23,990","22,169","18,859","16,297","13,629","12,944","12,795","10,959","9,056","8,146","6,491","5,439","5,366","5,666","5,293","4,506","4,058","3,745","3,158","3,291","3,491","3,228","3,123","3,123","2,603","2,486","2,583","2,873","2,912","2,978","3,036","2,637","2,498","2,599","2,772","2,759","2,622","2,375","2,057","1,894","2,040","2,268","2,194","2,180","2,088","1,909","1,696","1,753","1,916","1,770","1,687","1,586","1,363","1,275","1,416","1,855","1,833","1,690","1,666","1,477","1,477","1,477","1,473",955,955,955,741,834,878,866,856,804,716,716,716,716,748,726,701,701,577,639,753,795,795,795,795,764,764,950,983,"1,019",941,850,850
Algeria,"57,480","57,719","57,727","57,757","57,798","57,828","57,845","57,862","57,912","57,928","57,956","57,969","57,974","57,980","57,996","58,021","58,034","58,059","58,070","58,093","58,130","58,171","58,198","58,238","58,283","58,314","58,348","58,379","58,409","58,435","58,442","58,464","58,485","58,506","58,521","58,539","58,571","58,597","58,620","58,642","58,656","58,666","58,681","58,693","58,701","58,722","58,735","58,737","58,745","58,756","58,765","58,785","58,825","58,839","58,865","58,896","58,911","58,934","58,976","59,007","59,016","59,025","59,049","59,099","59,143","59,173","59,227","59,262","59,288","59,337","59,391","59,439","59,501","59,555","59,599","59,626","59,672","59,721","59,783","59,812","59,869","59,899","59,934","59,985","60,010","60,045","60,085","60,114","60,147","60,171","60,201","60,234","60,248","60,252","60,296","60,343","60,363","60,388","60,431","60,470","60,505","60,606","60,702","60,768","60,816","60,926","61,008","61,104","61,277","61,358","61,414","61,490","61,598","61,767","61,912","62,072","62,226","62,313","62,405","62,555","62,758","62,903","63,093","63,296","63,428","63,575","63,731","63,965","64,188","64,455","64,633","64,855","65,134","65,497","66,272","67,158","68,229","69,439","70,539","71,753","73,211","74,299","75,264","76,073","76,715","78,168","77,823","78,405","79,003","79,246","79,643","79,913","79,789","79,743","79,846","79,935","80,025","80,122","80,222","80,315","80,373","80,451","80,528","80,570","80,608","80,631","80,624","80,578","80,587","80,590","80,602","80,606","80,584","80,587","80,588","80,587","80,564","80,550","80,548","80,547","80,546","80,542","80,539","80,531","80,528","80,522","80,517","80,518","80,518","80,516","80,510","80,504","80,497","80,491","80,492","80,493","80,498","80,501","80,504","80,505","80,505","80,507","80,507","80,507","80,509","80,509","80,510","80,512","80,512","80,513","80,516","80,515","80,522","80,527","80,529","80,530","80,529","80,530","80,530","80,533","80,533","80,530","80,531"
Nigeria,"8,755","9,089","9,591","9,871","10,121","10,135","8,492","8,701","8,799","8,964","9,037","8,688","8,580","8,629","8,670","8,814","8,904","9,181","9,107","9,159","9,111","9,092","9,301","9,427","9,404","9,447","9,317","9,388","9,355","9,417","9,629","9,684","9,741","9,673","9,596","9,596","9,520","9,520","9,603","9,285","9,318","9,237","9,162","9,149","9,084","9,164","9,248","5,199","5,613","5,643","5,680","5,856","5,941","5,912","5,944","5,815","5,727","5,449","5,497","5,425","5,473","5,428","5,480","5,536","5,297","5,014","4,644","4,676","4,447","4,439","4,439","4,185","4,199","4,213","4,073","4,097","4,097","3,906","3,906","3,814","3,814","3,823","3,823","3,845","3,937","3,980","3,982","4,130","4,160","4,192","4,331","4,421","4,664","4,664","5,809","6,379","6,754","4,807","4,359","5,745","6,743","8,298","8,298","8,977","10,610","10,610","16,569","18,322","19,479","20,643","21,989","22,626","22,812","23,866","24,480","25,014","25,066","25,066","24,895","24,681","25,099","25,620","26,107","26,277","26,238","26,168","25,873","25,655","25,714","23,774","23,768","23,774","23,439","23,286","23,174","23,116","22,900","22,889","22,655","22,298","22,054","21,482","21,482","21,146","21,164","20,869","20,730","20,554","20,593","20,593","20,422","20,420","20,462","20,496","20,488","20,515","20,515","20,513","20,514","20,478","20,478","20,511","20,517","20,517","20,530","20,514","20,514","20,396","20,364","20,364","2,436","2,456","2,366","2,370","2,339","2,338","2,318","2,310","2,335","2,335","2,313","2,311","2,426","2,412","2,412","2,426","2,471","2,471","2,475","2,486","2,493","2,493","2,501","2,501","2,501","2,572","2,616","2,616","2,616","2,659","2,659","2,633","2,633","2,667","2,667","2,714","2,714","2,714","2,714","2,700","2,700","2,747","2,747","2,746","2,746","2,666","2,666","2,666","2,661","2,661","2,658","2,658","2,658"
North Macedonia,"14,394","13,952","13,631","13,166","13,406","13,412","13,045","12,893","13,027","12,984","13,008","13,261","13,052","12,786","12,433","12,486","12,150","12,207","12,240","12,337","12,017","11,962","12,079","12,087","12,089","12,089","12,149","11,787","10,816","10,819","10,785","10,625","6,967","7,269","6,957","6,658","6,589","6,602","6,693","6,813","6,924","6,759","6,719","5,699","5,974","6,107","6,292","6,393","6,187","6,191","6,395","6,499","6,576","6,750","6,880","6,711","6,875","7,131","7,275","7,552","7,836","8,039","7,859","8,006","8,368","8,334","8,415","8,600","8,549","8,331","8,271","8,455","8,391","8,352","8,472","8,535","8,290","8,281","8,339","8,289","8,283","8,393","8,398","8,096","8,001","8,110","8,050","8,037","6,069","6,086","5,775","5,627","5,821","5,707","5,620","5,677","5,730","5,539","5,428","5,498","5,451","5,437","5,539","5,522","5,377","5,182","5,273","5,174","5,185","4,719","4,832","4,691","4,801","4,971","5,006","5,243","5,135","4,828","4,817","5,667","6,818","8,209","9,166","9,539","10,578","10,383","12,333","13,478","14,545","15,228","15,576","16,132","16,397","17,218","18,498","19,104","19,714","20,250","20,571","20,020","20,856","21,883","16,442","17,182","18,909","20,114","13,628","14,783","14,336","13,962","12,764","13,726","12,324","12,317","12,072","11,748","11,665","11,727","11,415","11,135","9,699","10,095","8,784","8,821","8,143","7,821","7,595","6,318","5,775","5,449","5,162","4,644","4,298","4,172","3,496","3,431","3,252","3,233","2,857","2,826","2,871","2,445","2,248","2,230","2,065","2,046","2,178","2,091","1,816","2,123","1,921","1,955","1,984","2,126","1,890","1,913","1,973","1,964","1,972","1,975","2,041","1,834","1,782","1,835","1,770","1,715","1,814","1,985","1,566","1,550","1,535","1,534","1,434","1,351","1,381","1,211","1,111","1,172","1,112","1,030","1,004","1,038",826
Kyrgyzstan,"3,380","3,307","3,272","3,237","3,188","3,158","3,129","3,082","3,044","3,001","2,969","2,956","2,945","2,929","2,908","2,877","2,876","2,869","2,839","2,810","2,803","2,766","2,737","2,719","2,696","2,688","2,662","2,637","2,620","2,608","2,626","2,631","2,615","2,643","2,632","2,609","2,548","2,549","2,551","2,565","2,565","2,585","2,602","2,653","2,705","2,767","2,810","2,849","2,877","2,887","2,902","2,923","2,946","2,950","2,942","2,939","2,956","2,931","2,958","2,962","2,973","2,959","2,947","2,922","2,896","2,883","2,883","2,844","2,813","2,809","2,812","2,785","2,752","2,720","2,691","2,668","2,658","2,625","2,571","2,572","2,534","2,507","2,459","2,430","2,375","2,323","2,304","2,277","2,266","2,255","2,238","2,240","2,205","2,195","2,192","2,201","2,186","2,181","2,174","2,157","2,151","2,139","2,135","2,130","2,123","2,131","2,132","2,126","2,108","2,102","2,093","2,090","2,074","2,063","2,055","2,061","2,075","2,079","2,075","2,075","2,172","2,318","2,504","2,640","2,768","2,899","3,160","3,526","4,165","4,639","5,123","5,887","6,563","7,227","7,894","8,494","8,997","9,319","9,617","9,452","9,350","9,206","9,052","8,799","8,577","8,235","7,840","7,491","7,055","6,677","6,285","6,059","5,825","5,525","5,311","5,122","4,946","4,738","4,550","4,358","4,165","4,011","3,855","3,676","3,524","3,388","3,279","3,173","3,044","2,913","2,788","2,679","2,586","2,466","2,382","2,295","2,228","2,148","2,106","2,052","2,020","1,990","1,977","1,968","1,960","1,950","1,928","1,908","1,896","1,868","1,842","1,815","1,794","1,762","1,755","1,751","1,741","1,736","1,731","1,730","1,725","1,726","1,730","1,729","1,734","1,744","1,732","1,734","1,729","1,729","1,709","1,709","1,709","1,690","1,686","1,676","1,676","1,676","1,678","1,683","1,683","1,665","1,658"
Norway,"80,398","81,941","83,569","84,870","85,710","86,363","87,483","88,700","89,657","90,639","91,402","91,972","92,446","93,125","93,609","94,807","95,528","96,233","96,752","97,133","97,791","98,492","99,037","99,618","100,102","100,411","100,720","101,204","101,786","102,256","102,764","103,231","103,452","103,739","104,217","104,807","105,193","105,549","105,972","106,306","106,515","107,060","107,668","108,316","109,064","109,704","110,247","110,671","111,564","112,707","113,882","114,878","116,003","116,801","117,428","118,761","120,387","121,884","123,417","124,921","125,983","126,981","128,514","130,637","132,397","134,402","136,162","137,468","138,624","139,406","142,935","145,367","147,791","150,152","151,490","152,960","155,348","156,867","161,396","164,365","167,307","169,198","170,919","173,796","177,837","181,579","185,718","189,909","192,873","194,403","197,075","204,706","209,927","215,281","220,693","224,170","227,792","232,656","238,654","244,334","248,854","253,541","257,246","260,268","264,306","269,103","273,345","277,657","279,925","281,914","284,128","287,877","292,579","296,939","300,957","304,002","306,158","309,061","314,294","322,213","330,556","338,435","344,594","349,882","354,066","360,606","370,228","382,031","393,619","405,979","414,456","422,060","433,090","448,456","464,414","481,290","506,247","519,584","532,230","550,772","575,199","599,853","624,141","645,660","660,630","674,670","690,657","713,894","737,166","758,970","779,826","792,969","803,141","820,793","846,902","871,943","896,390","919,461","933,914","945,288","959,346","978,221","996,114","1,013,456","1,028,704","1,038,263","1,045,909","1,060,787","1,078,536","1,095,872","1,111,467","1,126,756","1,135,316","1,141,216","1,151,610","1,166,528","1,188,553","1,199,268","1,208,933","1,214,390","1,217,726","1,225,076","1,235,293","1,243,088","1,250,458","1,256,072","1,259,266","1,261,178","1,266,575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,"4,474","4,474","3,002","3,002","3,002","3,002","3,086","3,086","3,086","2,591","2,591","2,591","2,591","4,116","4,116","4,116","2,016","2,016","2,016","2,016","2,679","2,679","2,679","2,303","2,303","2,303","2,303","2,303","1,969","1,969","1,467","1,467","1,467","1,467","1,344","1,344","1,344","1,346","1,346","1,346","1,346","1,729","1,729","1,729","1,336","1,336","1,336","1,336","1,279","1,279","1,279","1,260","1,260","1,260","1,260","1,230","1,230","1,230","1,230","2,528","2,528","2,528","2,679","2,679","2,679",713,713,713,713,850,850,850,684,684,684,684,707,707,707,532,532,532,532,602,602,602,431,431,431,431,680,680,680,"1,217","1,217","1,217","1,217","1,217","2,768","2,768","4,987","4,987","4,987","4,987","8,822","8,822","8,822","11,088","11,088","11,088","11,088","13,588","13,588","13,588","12,254","12,254","12,254","12,254","14,597","14,597","14,597","10,956","10,956","10,956","10,956","13,115","13,115","13,115","8,336","8,336","8,336","8,336","10,312","10,312","10,312","6,372","6,372","6,372","6,372","8,123","8,123","8,123","4,841","4,841","4,841","4,841","6,657","6,657","6,657","4,685","4,685","4,685","4,685","5,492","5,492","5,492","3,212","3,212","3,212","3,212","3,941","3,941","3,941","2,867","2,867","2,867","2,867","3,152","3,152","3,152","3,152","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897","1,897",364,364,364,364,364,364,364,364,364,364,364,364,364,364,145,145,145,145,145,145,145
Uzbekistan,"7,045","6,985","6,910","6,852","6,712","6,716","6,592","6,498","6,479","6,025","5,668","5,399","5,194","5,062","4,972","4,801","4,699","4,586","4,357","4,087","4,069","3,969","3,816","3,781","3,795","3,768","3,700","3,594","3,606","3,397","3,447","3,464","3,402","3,349","3,153","3,071","2,903","2,860","2,883","2,878","2,785","2,809","2,833","2,786","2,805","2,824","2,870","3,043","3,135","3,079","2,946","2,998","3,006","3,014","2,965","2,874","2,768","2,640","2,696","2,742","2,718","2,617","2,587","2,548","2,459","2,516","2,534","2,554","2,532","2,366","2,350","2,262","2,214","2,161","2,176","2,144","2,075","2,067","1,939","1,926","1,943","1,945","1,986","2,002","1,947","1,990","1,919","1,977","1,985","1,976","2,073","2,002","1,877","1,889","1,840","1,830","1,850","1,841","1,811","1,733","1,796","1,808","1,735","1,699","1,755","1,715","1,619","1,647","1,655","1,618","1,570","1,529","1,483","1,425","1,444","1,406","1,327","1,296","1,253","1,247","1,271","1,264","1,419","1,528","1,774","2,051","2,346","2,779","3,262","3,844","4,377","4,825","5,411","5,663","6,234","6,803","8,121","8,604","8,952","9,304","9,146","9,084","8,908","8,692","9,477","10,336","11,277","12,109","12,892","13,535","14,144","14,597","15,029","15,393","15,690","15,851","15,808","15,602","15,248","14,783","14,079","13,300","12,284","11,278","10,182","8,988","7,711","6,383","4,960","3,830","3,222","2,862","2,495","2,069","1,852","1,769","1,546","1,441","1,357","1,270","1,240","1,217","1,160","1,123","1,062","1,045",994,991,954,924,908,887,845,792,773,737,703,672,640,608,574,541,530,514,519,532,546,542,540,527,508,505,500,482,453,429,432,451,412,391,387,376,367
Afghanistan,"33,856","32,848","31,859","31,385","29,976","29,346","28,829","28,345","26,684","25,561","25,257","24,818","24,864","24,961","24,809","24,165","24,265","24,294","24,295","24,295","23,879","23,567","23,339","23,252","23,007","23,003","22,909","22,715","22,662","22,524","22,413","22,278","22,174","22,041","21,853","21,754","21,666","21,687","21,644","21,650","21,487","21,387","21,319","21,299","21,277","21,219","21,226","21,224","20,944","20,809","20,584","20,325","20,314","20,306","20,325","20,275","20,235","20,191","20,202","20,226","20,211","20,211","20,140","20,125","20,110","20,117","20,146","20,161","20,051","20,053","17,655","14,692","14,692","13,351","13,344","9,365","9,365","9,384","9,394","9,404","9,422","9,431","9,446","9,423","9,446","9,469","9,481","9,503","9,499","9,412","9,374","9,280","8,735","8,753","8,781","8,713","8,780","9,038","8,311","7,726","4,886","5,309","5,275","5,218","5,192","5,187","5,172","5,161","5,165","5,158","5,123","5,119","5,116","5,113","5,094","5,123","5,109","5,153","5,123","5,121","5,134","5,151","5,165","5,196","5,214","5,223","5,259","5,270","5,339","5,357","5,353","5,374","5,473","5,570","5,645","5,766","5,991","5,970","6,019","6,199","6,501","6,893","7,147","7,309","7,423","8,158","8,935","9,530","10,110","10,539","11,137","11,436","11,877","12,522","13,070","13,219","13,881","14,051","13,932","13,581","14,043","13,919","13,476","13,073","13,139","12,730","12,758","12,449","12,253","11,900","11,579","11,009","10,535","10,053","9,735","9,658","9,563","9,396","9,398","9,409","9,521","9,749","9,917","9,855","9,970","10,034","10,085","10,157","10,163","9,961","9,758","9,550","9,614","9,386","9,386","9,269","9,262","9,262","9,262","9,336","9,261","9,237","9,222","9,112","9,083","9,086","9,099","9,123","9,193","9,228","9,270","9,270","9,270","9,270","9,270","9,270","9,218","9,202","9,216","9,232","9,237","9,228","9,239"
Albania,"12,129","12,399","12,528","12,582","12,585","12,766","12,619","12,599","12,744","12,848","12,910","12,772","12,789","12,700","12,745","12,483","12,257","12,157","11,945","11,634","10,841","10,436","10,103","9,823","9,499","9,178","8,951","8,951","8,396","8,134","7,959","7,548","7,360","7,113","6,952","6,872","6,682","6,562","6,365","6,289","6,268","6,274","6,289","6,397","6,444","6,726","6,907","7,032","7,098","7,258","7,431","7,528","7,561","7,692","7,756","7,717","7,834","7,763","7,780","7,827","7,894","8,059","8,012","8,157","8,190","8,233","8,343","8,401","8,436","8,433","8,317","8,380","8,363","8,247","8,175","8,036","7,993","7,847","7,804","7,718","7,610","7,459","7,422","7,431","7,065","6,694","6,633","6,551","6,438","6,382","6,359","6,206","5,982","5,709","5,633","5,554","5,406","5,349","5,528","5,640","5,474","5,366","5,333","5,235","5,178","5,165","5,173","5,270","5,201","5,220","5,129","5,159","5,262","5,506","5,836","6,249","6,249","6,383","6,601","7,049","7,952","9,322","10,789","12,283","13,340","13,786","15,318","16,507","17,783","19,131","20,409","21,167","20,928","22,022","22,967","23,593","24,105","24,436","24,081","23,039","23,505","23,419","23,168","22,214","21,389","20,498","18,787","18,098","17,266","16,457","15,262","14,502","13,608","12,606","11,894","11,540","10,636","9,829","9,310","8,767","8,767","7,980","7,542","6,806","6,170","5,406","4,928","4,523","3,969","3,763","3,581","3,396","3,396","2,788","2,506","2,211","2,050","1,747","1,594","1,570","1,531","1,307","1,182","1,153","1,119",974,866,819,793,662,655,634,639,617,603,587,419,461,463,497,516,504,434,463,469,480,503,516,497,453,461,461,372,372,385,385,364,352,371,368,358,382,366
