Country_Other,Sep07_2021,Sep08_2021,Sep09_2021,Sep10_2021,Sep11_2021,Sep12_2021,Sep13_2021,Sep14_2021,Sep15_2021,Sep16_2021,Sep17_2021,Sep18_2021,Sep19_2021,Sep20_2021,Sep21_2021,Sep22_2021,Sep23_2021,Sep24_2021,Sep25_2021,Sep26_2021,Sep27_2021,Sep28_2021,Sep29_2021,Sep30_2021,Oct01_2021,Oct02_2021,Oct03_2021,Oct04_2021,Oct05_2021,Oct06_2021,Oct07_2021,Oct08_2021,Oct09_2021,Oct10_2021,Oct11_2021,Oct12_2021,Oct13_2021,Oct14_2021,Oct15_2021,Oct16_2021,Oct17_2021,Oct18_2021,Oct19_2021,Oct20_2021,Oct21_2021,Oct22_2021,Oct23_2021,Oct24_2021,Oct25_2021,Oct26_2021,Oct27_2021,Oct28_2021,Oct29_2021,Oct30_2021,Oct31_2021,Nov01_2021,Nov02_2021,Nov03_2021,Nov04_2021,Nov05_2021,Nov06_2021,Nov07_2021,Nov08_2021,Nov09_2021,Nov10_2021,Nov11_2021,Nov12_2021,Nov13_2021,Nov14_2021,Nov15_2021,Nov16_2021,Nov17_2021,Nov18_2021,Nov19_2021,Nov20_2021,Nov21_2021,Nov22_2021,Nov23_2021,Nov24_2021,Nov25_2021,Nov26_2021,Nov27_2021,Nov28_2021,Nov29_2021,Nov30_2021,Dec01_2021,Dec02_2021,Dec03_2021,Dec04_2021,Dec05_2021,Dec06_2021,Dec07_2021,Dec08_2021,Dec09_2021,Dec10_2021,Dec11_2021,Dec12_2021,Dec13_2021,Dec14_2021,Dec15_2021,Dec16_2021,Dec17_2021,Dec18_2021,Dec19_2021,Dec20_2021,Dec21_2021,Dec22_2021,Dec23_2021,Dec24_2021,Dec25_2021,Dec26_2021,Dec27_2021,Dec28_2021,Dec29_2021,Dec30_2021,Dec31_2021,Jan01_2022,Jan02_2022,Jan03_2022,Jan04_2022,Jan05_2022,Jan06_2022,Jan07_2022,Jan08_2022,Jan09_2022,Jan10_2022,Jan11_2022,Jan12_2022,Jan13_2022,Jan14_2022,Jan15_2022,Jan16_2022,Jan17_2022,Jan18_2022,Jan19_2022,Jan20_2022,Jan21_2022,Jan22_2022,Jan23_2022,Jan24_2022,Jan25_2022,Jan26_2022,Jan27_2022,Jan28_2022,Jan29_2022,Jan30_2022,Jan31_2022,Feb01_2022,Feb02_2022,Feb03_2022,Feb04_2022,Feb05_2022,Feb06_2022,Feb07_2022,Feb08_2022,Feb09_2022,Feb10_2022,Feb11_2022,Feb12_2022,Feb13_2022,Feb14_2022,Feb15_2022,Feb16_2022,Feb17_2022,Feb18_2022,Feb19_2022,Feb20_2022,Feb21_2022,Feb22_2022,Feb23_2022,Feb24_2022,Feb25_2022,Feb26_2022,Feb27_2022,Feb28_2022,Mar01_2022,Mar02_2022,Mar03_2022,Mar04_2022,Mar05_2022,Mar06_2022,Mar07_2022,Mar08_2022,Mar09_2022,Mar10_2022,Mar11_2022,Mar12_2022,Mar13_2022,Mar14_2022,Mar15_2022,Mar16_2022,Mar17_2022,Mar18_2022,Mar20_2022,Mar21_2022,Mar22_2022,Mar23_2022,Mar24_2022,Mar25_2022,Mar26_2022,Mar27_2022,Mar28_2022,Mar29_2022,Mar30_2022,Mar31_2022,Apr01_2022,Apr02_2022,Apr03_2022,Apr04_2022,Apr05_2022,Apr06_2022,Apr07_2022,Apr08_2022,Apr09_2022,Apr10_2022,Apr11_2022,Apr12_2022,Apr13_2022,Apr14_2022,Apr15_2022,Apr16_2022,Apr17_2022,Apr18_2022
Venezuela,"11,828","11,877","11,868","12,046","11,888","11,717","11,851","11,505","11,638","11,760","11,896","11,717","11,679","11,929","11,894","12,083","12,202","12,260","12,168","12,285","12,638","12,812","13,251","13,358","13,577","13,919","14,002","14,266","14,433","14,697","15,041","15,417","15,654","15,637","15,579","15,359","15,276","15,208","15,266","15,205","15,180","15,161","14,878","14,837","14,837","14,418","14,146","13,697","13,324","13,266","12,856","12,617","12,583","12,017","11,603","11,124","10,772","10,543","10,472","10,167","10,045","9,535","9,476","9,355","9,332","9,161","9,092","9,010","8,879","8,800","8,762","8,725","8,725","8,577","8,416","8,280","8,486","8,322","8,067","8,054","8,003","7,778","7,727","7,680","7,680","7,629","7,602","7,496","7,452","7,436","7,410","7,324","7,276","7,196","7,101","7,080","6,968","6,736","6,722","6,544","6,488","6,462","6,427","6,328","6,295","6,188","6,162","6,156","6,146","6,113","6,070","5,999","5,901","5,657","5,466","5,229","4,981","4,742","4,650","4,751","4,832","4,887","4,968","4,981","5,167","5,420","5,762","6,736","7,628","8,935","10,255","11,102","12,536","13,703","14,511","15,533","16,134","16,616","16,990","17,010","17,041","17,103","17,179","17,195","16,472","16,609","16,879","17,382","17,225","17,013","16,843","17,134","16,709","16,197","16,197","15,313","14,500","14,497","14,338","13,898","13,898","13,040","12,755","12,053","11,454","11,012","10,535","10,417","9,270","8,579","7,791","7,269","7,378","6,744","6,355","6,242","6,004","5,674","5,285","5,124","4,806","4,022","3,678","3,647","3,374","3,458","3,540","3,374","3,051","3,084","3,218","3,196","2,964","2,729","2,458","2,385","2,396","2,179","1,990","1,863","1,700","1,566","1,550","1,505","1,575","1,609","1,591","1,641","1,597","1,671","1,708","1,733","1,743","1,716","1,694","1,644","1,633","1,603","1,704","1,638","1,648","1,569","1,436"
Libya,"82,711","82,601","82,744","82,315","82,315","81,838","81,521","81,228","81,067","80,704","80,343","80,343","79,635","79,390","79,204","78,738","78,023","77,879","77,879","77,479","77,152","76,738","76,059","75,859","75,542","75,542","74,737","73,996","73,506","72,864","72,571","72,066","72,066","71,261","70,571","69,639","68,936","67,758","66,649","66,649","65,575","64,773","63,828","63,137","62,247","61,459","61,459","60,450","59,694","59,049","58,096","57,246","56,401","56,401","55,244","54,168","53,092","52,027","51,090","50,277","50,277","48,987","48,183","47,112","46,201","45,135","43,972","43,972","42,447","41,114","39,772","38,295","36,933","35,402","35,402","33,565","32,016","30,692","29,136","27,740","26,354","26,354","24,410","22,674","21,194","19,514","18,024","16,384","16,384","14,375","13,155","12,061","11,127","10,436","9,733","9,733","8,772","8,194","7,596","7,157","6,945","6,580","6,580","6,377","6,167","6,084","6,025","6,034","6,138","6,138","6,241","6,433","6,535","6,727","6,740","6,746","6,746","6,960","7,027","7,149","7,302","7,398","7,354","7,354","7,225","6,916","6,825","6,784","6,785","7,021","7,021","7,005","7,127","7,384","7,883","8,588","9,708","9,708","11,408","13,234","15,820","17,479","20,037","22,616","22,616","27,472","31,192","34,606","37,856","40,239","42,533","42,533","44,593","45,196","45,605","46,735","47,498","47,683","47,683","45,910","44,492","40,921","41,640","40,611","38,089","38,089","36,338","35,945","34,591","32,844","30,526","28,277","28,277","26,196","24,423","22,718","20,828","19,292","18,641","18,641","17,132","15,426","14,082","13,064","12,180","11,653","11,653","10,554","9,999","9,552","8,860","8,224","7,849","7,349","6,996","6,700","6,500","6,264","6,013","6,013","5,860","5,631","5,496","5,418","5,337","5,267","5,267","5,267","5,267","5,267","5,267","5,267","5,267","5,330","4,568","4,568","4,568","4,568","4,568","4,568","4,533","4,533","4,533"
Ethiopia,"27,267","27,887","28,449","28,059","27,739","27,427","26,802","27,286","27,476","28,072","29,052","28,776","27,147","26,749","26,477","26,740","27,792","28,039","27,620","27,918","27,928","27,377","28,081","27,286","27,439","27,839","27,776","26,392","26,386","26,599","26,627","25,809","26,070","24,981","24,525","24,789","24,804","24,674","24,055","24,021","24,068","24,000","23,289","23,395","23,444","22,832","22,796","20,561","20,133","19,933","18,889","18,894","19,047","19,189","18,966","18,654","18,102","18,191","17,677","17,704","17,700","17,561","17,387","17,540","17,522","17,625","17,632","17,705","17,492","16,446","16,513","16,525","16,579","16,658","16,701","16,641","16,697","16,249","16,318","16,299","16,243","16,142","15,723","15,710","15,744","15,777","15,713","15,695","15,739","15,789","15,795","15,808","15,794","15,820","15,855","15,879","15,918","15,995","16,205","16,423","16,850","17,383","18,125","18,636","19,125","21,334","24,187","27,886","31,824","36,725","38,811","40,265","45,047","49,355","54,022","58,359","61,937","64,191","64,830","67,985","70,677","73,411","74,456","74,752","73,641","74,699","75,078","75,907","77,184","76,973","77,369","76,553","75,688","76,150","72,855","72,716","71,445","69,170","68,711","67,231","66,692","62,143","61,254","60,977","60,782","59,813","59,376","59,113","58,927","58,760","58,560","58,365","58,228","54,985","54,685","54,397","51,133","51,136","51,070","51,124","51,083","51,023","51,123","51,139","51,276","51,221","51,232","51,135","51,078","49,458","47,848","46,229","44,524","44,510","44,104","42,744","41,810","41,384","41,226","41,156","41,176","41,100","41,133","41,153","40,239","40,236","40,246","40,226","40,251","40,305","40,301","40,343","40,327","40,328","38,536","36,668","34,708","32,784","30,869","28,922","26,970","25,044","23,074","21,129","19,435","17,805","16,726","14,773","12,920","12,946","11,962","9,929","8,974","8,951","8,971","9,004","9,013","9,045","9,047","9,107","9,122","9,128","9,133"
Lithuania,"14,678","15,044","15,324","15,721","15,579","16,203","16,595","16,290","16,934","17,500","18,075","17,943","18,657","19,316","18,982","19,804","20,264","20,861","20,568","21,647","22,671","22,032","22,919","23,551","24,302","24,138","25,498","26,472","25,826","27,234","27,849","29,057","28,397","30,074","30,987","30,109","31,168","32,031","33,376","32,297","33,951","35,462","34,097","35,808","36,577","37,289","36,226","38,177","39,791","37,625","39,010","39,592","40,222","36,819","39,429","40,816","42,172","43,849","40,060","40,409","38,657","40,249","41,085","38,097","38,119","37,851","38,293","35,424","36,844","36,713","33,672","33,479","32,527","32,432","29,486","30,389","31,019","28,935","29,614","29,342","29,279","28,114","29,024","29,469","28,095","27,911","28,115","28,771","27,313","28,436","28,574","27,730","28,212","28,073","28,632","26,863","27,853","28,474","26,864","27,672","27,524","27,881","26,591","27,476","27,711","26,220","26,584","26,820","25,025","25,907","26,284","27,260","24,863","25,575","25,780","26,194","25,615","26,691","27,754","27,340","29,425","30,862","32,679","32,853","34,968","36,848","35,599","38,692","39,776","41,511","40,643","43,786","46,303","50,538","49,433","53,115","56,136","56,453","62,055","65,213","70,005","79,503","90,070","101,534","79,209","88,077","93,383","88,200","94,255","96,547","101,470","98,398","106,706","112,630","102,961","105,429","106,418","107,920","100,842","107,278","109,960","101,168","96,676","101,109","95,162","89,301","93,292","95,167","89,071","89,470","88,960","89,176","83,771","85,689","85,486","89,821","81,394","81,047","80,802","78,351","80,036","80,314","77,610","79,244","79,469","76,790","76,786","77,552","77,037","72,423","73,823","73,829","74,175","73,914","73,707","70,335","70,710","69,436","69,156","66,467","67,223","65,922","62,224","60,966","59,403","58,765","56,462","56,716","54,805","51,071","49,449","48,144","45,811","43,123","42,897","41,518","39,111","38,280","37,073","36,292","34,519","34,528","33,555"
Oman,"5,918","5,874","5,833","5,833","5,942","5,762","5,731","5,719","5,680","5,599","5,599","5,599","5,486","5,409","5,043","4,677","4,290","4,290","4,351","3,017","2,661","2,358","2,096","1,841","1,841","1,841","1,841","1,841",647,646,633,633,633,585,567,562,559,560,560,560,525,526,526,514,517,517,517,513,524,536,539,550,550,590,548,534,534,536,518,518,518,499,486,481,488,487,487,487,476,471,464,468,469,469,469,461,465,468,463,455,455,455,455,486,436,448,447,447,465,451,452,468,484,500,500,524,505,508,517,534,548,548,548,539,558,567,598,636,636,636,700,746,798,886,992,992,992,"1,227","1,359","1,564","1,773","1,972","1,972","2,566","2,640","3,059","3,577","4,182","4,761","4,761","4,761","6,125","6,894","7,969","9,236","10,503","10,503","10,503","12,635","13,552","15,031","16,488","17,808","17,808","17,808","18,861","19,584","21,276","22,306","22,663","22,663","22,663","22,155","22,202","22,965","23,593","22,898","22,898","22,898","20,445","19,874","19,845","19,156","18,169","18,169","20,674","15,400","14,357","14,265","13,889","12,580","12,580","12,580","9,935","9,323","9,323","8,312","7,752","7,752","8,400","5,770","5,401","5,245","4,935","4,277","4,277","4,599","3,081","2,833","2,791","2,664","2,505","2,505","1,977","1,919","1,865","1,822","1,723","1,723","1,840","1,353","1,274","1,261","1,206","1,154","1,154","1,243",971,921,920,902,858,858,917,751,706,709,697,687,687,735,663,659
Egypt,"30,665","30,286","29,956","29,846","29,541","29,360","29,438","29,606","29,626","29,705","29,622","29,532","29,655","29,924","29,885","30,043","30,165","29,897","29,736","29,967","30,044","30,124","30,022","30,307","30,194","30,379","30,415","30,453","30,299","30,400","30,738","31,083","31,264","31,161","31,188","31,587","31,508","31,552","31,472","31,449","31,643","31,842","31,956","32,006","32,024","32,152","32,337","32,327","32,413","32,367","32,500","32,925","33,368","33,869","34,099","34,078","34,297","34,446","34,537","34,860","35,057","35,184","35,537","35,783","36,027","36,264","36,383","36,700","36,780","37,226","37,333","37,568","37,987","38,129","38,427","38,484","38,621","38,697","39,302","39,397","39,696","40,028","40,204","40,320","40,568","40,895","40,976","41,291","41,141","41,127","41,004","40,733","40,798","40,968","40,838","41,214","41,533","40,967","40,835","41,141","41,316","41,483","41,459","41,678","41,772","41,842","42,008","42,339","42,212","42,293","42,536","42,810","42,880","42,937","42,977","43,260","43,458","43,794","43,885","43,814","43,678","43,987","43,842","43,742","43,749","43,762","43,769","43,844","43,922","44,074","44,225","44,399","44,500","44,378","44,125","43,874","43,578","43,403","43,759","43,579","43,570","43,581","43,539","43,529","44,612","44,810","45,111","44,995","45,220","45,453","45,207","45,462","44,383","44,451","43,464","43,170","43,288","43,285","44,139","44,139","44,729","45,244","44,526","44,555","44,573","44,993","44,823","45,533","45,625","45,345","45,152","45,279","45,787","46,047","46,215","45,493","45,778","46,014","46,139","45,810","45,557","45,447","45,395","45,944","46,152","46,265","46,265","46,265","46,265","46,265","46,265","46,265","46,265","46,265","46,265","46,265","46,330","46,330","46,330","46,330","46,330","46,330","46,344","46,344","46,344","46,344","46,344","46,344","46,246","46,246","46,246","46,246","46,246","46,246","46,246","45,273","45,273","45,273","45,273","45,273","45,273","45,273","45,273"
Bahrain,967,979,939,939,932,978,962,938,912,878,814,779,768,798,787,749,754,734,730,748,750,733,687,654,659,637,610,589,591,583,575,612,613,592,596,626,621,621,618,626,651,637,650,661,649,650,660,659,633,602,562,527,493,464,435,409,385,380,371,369,351,359,342,316,305,287,266,245,240,239,225,207,213,217,222,237,250,256,261,267,277,269,281,305,343,328,319,320,313,314,314,335,347,333,311,322,316,341,348,374,405,421,478,534,603,679,809,940,"1,121","1,316","1,548","1,800","2,066","2,374","2,796","3,323","3,782","4,269","4,930","5,909","6,710","7,807","8,969","10,218","11,061","12,313","13,489","15,121","16,356","17,415","18,711","19,811","21,185","22,859","24,685","26,078","27,106","26,939","26,990","27,697","28,807","30,582","32,805","36,649","39,672","42,613","44,169","48,166","52,018","55,400","57,517","59,033","60,697","60,952","60,981","60,308","60,081","58,404","55,332","54,266","52,082","50,500","46,328","43,462","39,798","37,551","35,701","33,204","31,802","30,205","28,815","27,336","26,026","25,848","25,648","26,849","26,133","25,743","23,082","19,756","19,632","18,581","17,835","16,682","15,968","15,445","14,816","13,691","12,547","12,009","11,420","10,915","10,103","9,147","8,664","8,582","8,483","8,187","8,049","7,838","7,703","7,696","8,430","7,180","6,959","6,493","6,277","5,993","5,298","5,295","5,127","5,103","4,914","4,616","4,537","4,535","4,446","4,239","4,111","4,065","3,968","3,753","3,664"
Moldova,"5,103","5,351","5,428","5,678","5,832","5,532","5,820","6,365","6,865","7,430","7,651","7,906","7,733","7,999","8,562","9,004","9,247","9,413","9,021","9,071","9,410","9,405","9,741","9,956","9,756","9,552","9,624","9,786","10,080","10,264","12,014","10,748","12,046","10,708","11,219","12,733","12,181","13,815","12,448","12,604","13,684","15,022","16,701","18,732","13,936","14,443","14,567","15,435","14,295","14,391","14,700","16,316","14,879","14,539","15,153","14,042","13,791","13,872","13,915","15,168","16,073","12,972","12,970","13,026","12,621","12,462","12,525","12,151","11,618","11,607","11,069","10,526","10,279","10,210","9,506","9,075","8,945","8,130","7,928","7,717","7,580","7,205","6,735","6,902","-9,119","-8,482","7,058","6,940","6,762","6,542","6,504","6,488","6,177","6,171","6,669","6,083","6,033","5,799","5,598","5,440","5,354","5,455","5,300","5,050","4,790","4,840","5,213","4,687","4,613","4,533","4,500","4,366","4,095","3,967","4,366","3,451","3,422","3,503","3,670","4,052","4,453","4,798","5,179","5,450","5,832","5,811","6,615","7,608","8,770","10,306","10,964","11,611","13,091","15,233","17,835","20,958","24,285","25,985","27,882","29,853","33,624","38,108","41,843","45,485","46,231","46,231","47,358","49,630","50,674","51,382","51,760","50,882","49,364","47,773","46,707","44,705","42,616","40,409","38,254","36,007","33,620","31,748","28,630","25,799","23,470","20,958","17,997","16,986","18,528","15,938","15,583","15,419","15,124","14,181","13,943","13,614","12,819","12,128","11,453","10,398","9,768","9,708","9,395","8,806","8,711","7,497","6,728","6,367","5,892","5,587","5,087","4,848","4,659","4,103","3,913","3,803","3,591","3,591","3,511","3,473","3,353","3,140","3,122","2,980","2,850","2,835","2,753","2,671","2,506","2,445","2,457","2,314","2,269","2,197","2,121","2,016","1,987","1,878","1,771","1,734","1,679","1,659","1,549"
Slovenia,"7,277","7,862","8,368","8,826","9,373","9,656","9,794","10,650","11,245","11,903","12,436","12,943","13,171","13,227","13,658","13,751","13,744","13,687","13,606","13,490","13,494","13,138","13,115","12,818","12,644","12,387","12,373","12,307","11,978","12,003","11,962","11,860","11,738","11,781","11,682","11,654","11,654","11,592","11,719","12,168","12,268","12,408","13,097","14,035","14,913","16,049","17,444","18,452","18,971","20,262","22,213","23,762","25,135","26,682","27,710","28,603","28,069","29,380","32,045","33,847","35,237","36,058","36,633","37,691","39,034","39,976","40,900","41,575","42,279","42,843","45,475","46,290","45,440","45,189","44,757","44,687","44,788","44,835","43,498","42,598","41,527","40,094","39,204","38,424","37,144","35,119","33,577","31,806","30,478","29,346","28,731","27,285","25,994","25,010","23,966","23,219","22,521","22,159","21,391","20,659","19,876","19,425","18,803","18,456","18,269","17,868","17,278","16,716","16,596","16,205","16,090","16,111","16,208","16,558","16,916","17,530","17,906","17,980","18,405","20,240","23,058","25,762","28,623","32,041","34,723","36,579","39,924","45,473","50,654","55,674","61,603","66,791","70,772","76,056","84,271","90,733","96,506","101,992","112,515","118,661","126,260","136,379","143,726","153,672","160,947","168,791","172,388","175,564","186,593","193,151","195,030","197,374","190,669","187,889","186,146","173,758","171,740","162,490","154,917","145,331","140,349","135,909","116,606","104,371","96,476","88,484","83,219","79,710","70,796","68,119","58,313","52,701","40,832","43,710","40,723","36,117","33,233","30,559","28,641","26,723","25,392","24,128","24,933","24,772","24,711","25,041","25,480","25,701","25,973","27,617","28,713","30,027","31,120","32,987","33,292","35,110","36,290","37,255","37,930","38,541","38,651","38,754","38,931","39,081","38,802","38,211","37,332","36,787","36,498","34,930","33,892","32,721","31,734","30,666","30,105","29,686","27,878","29,615","25,323","24,268","23,141","22,767","22,326"
S. Korea,"25,819","25,803","26,207","26,281","25,909","26,164","26,550","25,896","25,776","25,506","25,455","25,599","26,078","26,116","26,760","26,752","27,430","28,203","29,547","30,582","31,965","32,450","33,527","34,603","35,700","36,424","36,751","34,595","34,631","33,803","34,434","33,331","32,436","32,236","32,211","32,304","31,071","31,342","30,884","30,147","29,392","28,996","28,397","26,783","27,065","25,927","25,195","25,740","25,868","23,975","23,850","24,751","24,724","25,228","25,303","26,980","28,552","31,200","33,656","35,980","38,208","40,420","30,915","29,751","29,879","30,304","31,053","30,406","31,466","31,517","31,955","33,528","35,300","37,161","34,684","36,396","38,248","39,061","41,325","43,750","45,910","43,335","45,037","47,003","47,536","50,369","53,322","55,397","58,555","62,007","64,424","66,995","71,724","68,287","73,035","77,117","81,412","85,231","88,724","89,746","94,629","98,151","102,883","106,350","109,515","111,159","114,758","115,908","105,417","106,926","108,013","109,432","109,913","110,086","110,555","111,297","111,719","112,427","111,594","102,402","101,837","102,441","102,088","93,721","94,034","94,811","94,609","97,283","97,057","100,389","101,039","103,197","105,162","108,051","110,919","116,255","118,745","124,100","127,111","132,725","139,125","149,084","160,103","172,192","185,849","199,933","214,196","227,783","244,463","263,242","285,775","315,365","348,194","383,456","399,700","404,678","443,050","477,581","516,487","563,829","606,037","652,253","719,873","797,507","896,155","980,960","1,063,143","1,145,606","1,213,335","1,352,051","1,521,975","1,687,770","1,853,864","2,017,373","2,156,874","2,295,755","2,514,896","2,713,570","2,980,222","3,234,332","3,477,783","3,688,357","3,890,885","4,233,154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,"10,869","11,165","11,209","11,281","11,361","11,320","11,023","11,248","11,593","11,832","11,951","12,377","12,381","12,221","12,307","12,265","12,593","12,811","13,268","13,554","13,438","13,772","14,185","14,537","14,723","15,088","15,308","15,078","15,413","16,166","16,947","17,716","18,123","18,540","18,224","18,187","18,855","19,661","20,507","21,394","22,277","22,446","22,574","23,908","25,652","26,622","27,334","28,624","28,545","28,955","30,276","31,583","32,378","32,941","32,898","32,277","31,856","32,575","33,594","33,392","33,240","32,813","31,677","30,545","30,874","30,798","29,993","29,013","28,187","26,564","25,467","25,250","24,778","23,645","22,313","21,186","19,555","18,600","18,498","17,833","16,929","16,017","15,291","14,387","13,776","13,645","13,466","12,857","12,288","11,934","11,243","10,934","10,926","11,005","10,124","9,783","9,342","8,953","8,616","8,562","8,254","7,926","7,563","7,302","7,006","6,803","6,795","6,614","6,339","6,126","5,945","5,749","5,657","5,619","5,510","5,399","5,313","5,172","5,055","4,939","4,962","4,938","4,933","4,961","4,968","4,992","5,101","5,303","5,486","5,657","5,841","5,989","6,110","6,407","6,929","7,446","7,949","8,762","9,465","9,977","11,150","12,933","15,223","18,492","20,845","22,668","23,737","26,787","25,463","27,487","29,159","31,053","31,235","30,506","29,807","29,321","29,600","28,596","26,376","24,906","23,276","21,054","20,226","20,257","18,824","17,676","16,536","15,339","14,001","13,378","13,158","12,138","11,286","10,404","9,694","8,762","8,334","8,095","7,499","7,010","6,612","6,283","5,907","5,684","5,568","5,341","5,168","5,036","4,883","4,698","4,661","4,566","4,466","4,355","4,300","4,224","4,191","4,162","4,123","4,079","4,058","4,039","4,020","4,008","3,919","3,882","3,867","3,851","3,840","3,746","3,739","3,740","3,729","3,732","3,733","3,716","3,705","3,703","3,707","3,688","3,692","3,693","3,690"
Kenya,"6,572","6,858","7,013","7,109","6,596","5,901","5,104","4,715","4,681","4,907","4,647","4,513","4,246","3,698","3,500","3,633","3,746","3,689","3,566","3,124","2,734","2,474","2,644","2,791","2,769","2,665","2,439","2,193","2,166","2,049","2,213","2,128","2,104","2,027","1,821","1,585","1,536","1,532","1,516","1,566","1,556","1,495","1,389","1,284","1,255","1,288","1,346","1,141","1,073","1,186","1,167","1,179","1,257","1,252","1,200","1,137","1,170","1,205","1,209","1,239","1,265","1,221","1,171","1,107","1,254","1,309","1,325","1,327","1,336","1,308","1,351","1,337","1,399","1,430","1,444","1,428","1,425","1,459","1,466","1,460","1,487","1,492","1,488","1,337","1,435","1,479","1,549","1,622","1,669","1,676","1,690","1,755","1,842","1,977","2,102","2,277","2,472","2,584","2,662","3,255","4,053","5,621","7,760","9,058","10,059","12,743","15,987","19,672","22,558","26,062","27,197","28,460","29,563","32,616","35,638","37,369","38,059","39,010","37,787","38,200","39,638","40,208","41,572","43,239","41,130","38,545","36,322","33,002","31,149","31,019","30,493","27,419","26,731","26,262","26,351","25,896","25,886","25,060","23,314","22,924","22,665","22,614","22,334","21,498","21,583","21,140","21,076","21,106","20,645","20,626","20,738","20,739","20,504","20,422","20,356","20,170","16,403","14,115","14,114","14,098","14,036","14,019","13,994","14,044","14,041","14,024","13,982","13,957","13,991","13,999","14,018","14,033","14,059","14,043","14,046","14,065","14,066","14,089","14,093","14,102","14,082",272,245,223,31,49,37,47,58,54,49,63,62,53,61,78,91,105,122,137,137,128,123,121,134,130,131,121,118,114,141,141,141,129,118,127,133,138,145,150,149,154,158
Mongolia,"28,157","28,436","28,301","26,127","25,454","28,210","26,008","24,112","21,159","19,618","18,193","15,681","11,880","9,509","7,156","4,438","7,786","10,386","6,690","8,857","10,829","12,965","8,848","11,479","13,980","16,422","18,214","19,701","19,642","22,037","24,259","26,656","28,306","30,357","25,214","26,765","29,313","31,218","33,278","34,907","29,671","30,788","32,073","34,209","29,873","31,573","33,289","34,593","35,682","36,902","38,559","40,174","41,798","43,230","44,406","45,316","46,327","47,749","49,018","50,189","51,120","51,897","52,339","53,268","54,207","55,218","56,084","57,062","57,719","58,200","58,942","59,805","60,572","61,161","61,689","62,191","62,470","62,985","63,608","64,312","64,893","65,375","65,699","65,884","66,269","66,821","67,259","67,631","67,947","68,271","68,409","68,702","69,009","69,344","69,628","69,909","70,064","70,155","70,344","70,678","70,961","71,223","71,488","71,692","71,815","72,053","72,378","72,568","72,754","73,001","73,205","73,287","73,443","73,660","73,775","74,046","74,335","74,560","74,698","75,184","75,766","76,334","77,106","78,144","79,152","79,799","81,007","82,823","85,099","87,106","89,451","92,201","93,873","96,005","99,093","102,209","105,490","108,146","110,911","113,000","114,974","118,052","120,323","122,935","124,992","126,823","128,027","129,219","130,705","131,398","132,091","132,657","133,291","134,148","135,244","136,433","137,660","138,955","140,020","140,912","141,464","142,071","142,904","143,775","144,533","145,137","145,623","145,932","146,381","146,904","147,399","147,912","148,302","148,621","148,787","149,090","149,344","149,666","149,897","150,161","150,333","150,521","150,710","150,871","150,990","151,209","151,384","151,478","151,570","151,667","151,831","151,926","152,003","152,127","152,162","152,208","152,293","152,348","152,451","152,524","152,549","152,618","152,705","152,790","152,902","153,029","153,112","153,177","153,258","153,339","153,426","153,498","153,584","153,651","153,703","153,718","153,758","153,803","153,833","153,874","153,897","153,920","153,932"
Qatar,"2,197","2,140","2,094","2,033","1,983","1,933","1,900","1,866","1,828","1,766","1,748","1,666","1,594","1,568","1,565","1,575","1,511","1,521","1,493","1,434","1,358","1,332","1,282","1,275","1,274","1,214","1,148","1,081","1,040","1,035","1,022","1,027",994,977,951,966,966,938,915,918,898,890,896,904,955,975,988,"1,003","1,036","1,045","1,070","1,116","1,162","1,166","1,183","1,220","1,238","1,296","1,340","1,360","1,397","1,396","1,453","1,488","1,554","1,594","1,642","1,637","1,634","1,656","1,713","1,769","1,826","1,864","1,891","1,889","1,905","1,876","1,861","1,903","1,935","1,969","1,994","2,013","2,045","2,064","2,086","2,103","2,120","2,153","2,210","2,255","2,300","2,318","2,337","2,361","2,405","2,427","2,443","2,482","2,430","2,356","2,338","2,289","2,315","2,350","2,323","2,339","2,441","2,567","2,729","2,923","3,139","3,443","3,822","4,380","5,045","5,851","6,842","8,339","10,419","12,881","15,715","18,791","21,968","25,131","28,470","31,713","34,775","37,178","39,166","40,599","41,717","42,144","42,324","41,700","40,832","38,931","37,630","36,293","34,825","33,043","30,871","28,901","26,248","24,454","22,733","20,944","19,212","17,534","15,617","14,206","13,099","12,114","11,455","10,708","10,131","9,498","8,977","8,555","8,190","7,755","7,335","6,598","6,280","5,975","5,739","5,532","5,328","5,118","4,922","4,435","3,950","3,450","3,173","2,940","2,883","2,727","2,498","2,363","2,250","2,107","1,936","1,769","1,572","1,388","1,296","1,255","1,191","1,135","1,057",982,"1,003","1,020","1,055","1,104","1,131","1,134","1,153","1,157","1,174","1,195","1,189","1,161","1,149","1,156","1,149","1,184","1,268","1,296","1,285","1,288","1,277","1,218","1,231","1,247","1,216","1,171","1,156","1,090","1,047","1,021","1,026"
